name,type,color,sku,simples_skus,body_type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
Rimini Twin Double Neck,simple,IBL,RMGDB-IBL,,semi_hollow_body,Italia Blue,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,IRD,RMGDB-IRD,,semi_hollow_body,Italia Red,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,BK,RMGDB-BK,,semi_hollow_body,Black,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,2TS,RMGDB-2TS,,semi_hollow_body,2 Tone Sunburst,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,HSB,RMGDB-HSB,,semi_hollow_body,Herritage Sunburst,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,CSB,RMGDB-CSB,,semi_hollow_body,Cheery Sunburst,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,WHP,RMGDB-WHP,,semi_hollow_body,White Pearloid,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,GRP,RMGDB-GRP,,semi_hollow_body,Grey Pearloid,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,RDP,RMGDB-RDP,,semi_hollow_body,Red Pearloid,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,configurable,,RMGDB,"RMGDB-RDP,RMGDB-GRP,RMGDB-WHP,RMGDB-CSB,RMGDB-HSB,RMGDB-2TS,RMGDB-BK,RMGDB-IRD,RMGDB-IBL",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Torino 15th Anniv.,simple,WHP,TRG15-WHP,,hollow_body,White Pearloid,"Completely encased in White Pearloid, the Torino 15th Anniversary model is for the player that wants the perfect sounding Rockabilly or Jazz guitar, without sacrificing modern, show-stopping aesthetics. This new beautiful Torino has profound tone from its full hollow body construction and has endless, pure  sustain from brass fretted fingerboard. Great looks and unbelievable sound. ",Set Neck w/Hardrock Maple,22 Brass Fret Rosewood,25.5in. / 635mm,Maple Full-Hollow Body w/White Pearloid,Italia Premier IPVb + IPVn,Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Completely encased in White Pearloid, the Torino 15th Anniversary model is for the player that wants the perfect sounding Rockabilly or Jazz guitar, without sacrificing modern, show-stopping aesthetics. This new beautiful Torino has profound tone from its full hollow body construction and has endless, pure  sustain from brass fretted fingerboard. Great looks and unbelievable sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Torino  ,simple,TOR,TRG-TOR,,semi_hollow_body,Transparent Orange,"Rockabilly, swing, jazz, blues, rock; you name it. The ITALIA Torino was born to play. Big-bodied with a ‘slim-line’ profile, loaded with Wilkinson WHHB Humbuckers, the Torino both looks and sounds the part. The Torino combines the warmth of a big hollow body with rich Humbucker pickups with a natural brightness from its maple body, back and sides to provide a rich range of tonal variation. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Maple semi_hollow_body Body,Wilkinson WVC,Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Rockabilly, swing, jazz, blues, rock; you name it. The ITALIA Torino was born to play. Big-bodied with a ‘slim-line’ profile, loaded with Wilkinson WHHB Humbuckers, the Torino both looks and sounds the part. The Torino combines the warmth of a big hollow body with rich Humbucker pickups with a natural brightness from its maple body, back and sides to provide a rich range of tonal variation. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Torino  ,simple,TBL,TRG-TBL,,semi_hollow_body,Transparent Blue,"Rockabilly, swing, jazz, blues, rock; you name it. The ITALIA Torino was born to play. Big-bodied with a ‘slim-line’ profile, loaded with Wilkinson WHHB Humbuckers, the Torino both looks and sounds the part. The Torino combines the warmth of a big hollow body with rich Humbucker pickups with a natural brightness from its maple body, back and sides to provide a rich range of tonal variation. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Maple semi_hollow_body Body,Wilkinson WVC,Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Rockabilly, swing, jazz, blues, rock; you name it. The ITALIA Torino was born to play. Big-bodied with a ‘slim-line’ profile, loaded with Wilkinson WHHB Humbuckers, the Torino both looks and sounds the part. The Torino combines the warmth of a big hollow body with rich Humbucker pickups with a natural brightness from its maple body, back and sides to provide a rich range of tonal variation. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Torino  ,simple,BK,TRG-BK,,semi_hollow_body,Black,"Rockabilly, swing, jazz, blues, rock; you name it. The ITALIA Torino was born to play. Big-bodied with a ‘slim-line’ profile, loaded with Wilkinson WHHB Humbuckers, the Torino both looks and sounds the part. The Torino combines the warmth of a big hollow body with rich Humbucker pickups with a natural brightness from its maple body, back and sides to provide a rich range of tonal variation. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Maple semi_hollow_body Body,Wilkinson WVC,Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Rockabilly, swing, jazz, blues, rock; you name it. The ITALIA Torino was born to play. Big-bodied with a ‘slim-line’ profile, loaded with Wilkinson WHHB Humbuckers, the Torino both looks and sounds the part. The Torino combines the warmth of a big hollow body with rich Humbucker pickups with a natural brightness from its maple body, back and sides to provide a rich range of tonal variation. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Torino  ,configurable,,TRG,"TRG-BK,TRG-TBL,TRG-TOR",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modulo Standard,simple,3TS,MDGS-3TS,,solid_body,3 Tone Sunburst,,Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson W90 + Wilkinson WVS,Wilkinson VS50K-2,Italia Locking Tuner,Pearloid Back w/Sparkle Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,,1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modulo Standard,simple,MBG,MDGS-MBG,,solid_body,Metallic Burgundy,,Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson W90 + Wilkinson WVS,Wilkinson VS50K-2,Italia Locking Tuner,Pearloid Back w/Sparkle Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,,1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modulo Standard,configurable,,MDGS,"MDGS-MBG,MDGS-3TS",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 6,simple,IBL,IMG6-IBL,,semi_hollow_body,Italia Blue,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Korina,Italia Duplex 3-3 Singles,Wilkinson WVP,Italia Locking Tuner,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 6,simple,IRD,IMG6-IRD,,semi_hollow_body,Italia Red,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Korina,Italia Duplex 3-3 Singles,Wilkinson WVP,Italia Locking Tuner,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 6,simple,IGR,IMG6-IGR,,semi_hollow_body,Italia Green,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Korina,Italia Duplex 3-3 Singles,Wilkinson WVP,Italia Locking Tuner,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 6,simple,ICR,IMG6-ICR,,semi_hollow_body,Italia Cream,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Korina,Italia Duplex 3-3 Singles,Wilkinson WVP,Italia Locking Tuner,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 6,simple,BK,IMG6-BK,,semi_hollow_body,Black,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Korina,Italia Duplex 3-3 Singles,Wilkinson WVP,Italia Locking Tuner,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"There have been many attempts to create an instruments with a near-infinite range of sounds. The problem has always been a confusing array of switches and knobs, making it impossible to easily remember your favorite settings. The Imola’s unique ’25-way’ switching system provides an amazing spectrum of tonal variety. And when you need to get back to that bridge pickup for the all-important solo it’s as easy as slamming both switches back in the rear position. That combined with a funky body-shape, silky-smooth neck, acoustic chambers, a left-handed peg-head and an swoopy pickguard, and you have a truly unique looking and sounding instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 6,configurable,,IMG6,"IMG6-BK,IMG6-ICR,IMG6-IGR,IMG6-IRD,IMG6-IBL",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
